ncverilog(64): 15.20-s085: (c) Copyright 1995-2020 Cadence Design Systems, Inc.
TOOL:	ncverilog	15.20-s085: Started on Nov 30, 2021 at 10:46:39 IST
ncverilog
	+access+rw
	alu.v
	ctl.v
	sp.v
	sram.v
	top.v
SOFTINCLUDE $EMXHOME/emxinterface/cds.lib
|
ncverilog: *W,DLCVAR (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,13): cds.lib Invalid environment variable ''.
DEFINE Cadence_libs ./Cadence_libs
|
ncverilog: *W,DLCPTH (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,15): cds.lib Permission denied '/a/../../../tools/cadence/IC/06.18.180/tools/dfII/local/Cadence_libs' (cds.lib command ignored).
ASSIGN Cadence_libs COMBINE analogLib rfLib rfExamples ahdlLib passiveLib basic US_8ths
|
ncverilog: *W,DLCLIB (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,16): cds.lib Library not defined 'Cadence_libs' (cds.lib command ignored).
SOFTINCLUDE $EMXHOME/emxinterface/cds.lib
|
ncverilog: *W,DLCVAR (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,13): cds.lib Invalid environment variable ''.
DEFINE Cadence_libs ./Cadence_libs
|
ncverilog: *W,DLCPTH (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,15): cds.lib Permission denied '/tools/cadence/IC/06.18.180/tools/dfII/local/Cadence_libs' (cds.lib command ignored).
ASSIGN Cadence_libs COMBINE analogLib rfLib rfExamples ahdlLib passiveLib basic US_8ths
|
ncverilog: *W,DLCLIB (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,16): cds.lib Library not defined 'Cadence_libs' (cds.lib command ignored).
SOFTINCLUDE $EMXHOME/emxinterface/cds.lib
|
ncverilog: *W,DLCVAR (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,13): cds.lib Invalid environment variable ''.
DEFINE Cadence_libs ./Cadence_libs
|
ncverilog: *W,DLCPTH (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,15): cds.lib Permission denied '/tools/cadence/IC/06.18.180/tools/dfII/local/Cadence_libs' (cds.lib command ignored).
ASSIGN Cadence_libs COMBINE analogLib rfLib rfExamples ahdlLib passiveLib basic US_8ths
|
ncverilog: *W,DLCLIB (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,16): cds.lib Library not defined 'Cadence_libs' (cds.lib command ignored).
SOFTINCLUDE $EMXHOME/emxinterface/cds.lib
|
ncverilog: *W,DLCVAR (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,13): cds.lib Invalid environment variable ''.
DEFINE Cadence_libs ./Cadence_libs
|
ncverilog: *W,DLCPTH (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,15): cds.lib Permission denied '/a/../../../tools/cadence/IC/06.18.180/tools/dfII/local/Cadence_libs' (cds.lib command ignored).
ASSIGN Cadence_libs COMBINE analogLib rfLib rfExamples ahdlLib passiveLib basic US_8ths
|
ncverilog: *W,DLCLIB (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,16): cds.lib Library not defined 'Cadence_libs' (cds.lib command ignored).
SOFTINCLUDE $EMXHOME/emxinterface/cds.lib
|
ncverilog: *W,DLCVAR (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,13): cds.lib Invalid environment variable ''.
DEFINE Cadence_libs ./Cadence_libs
|
ncverilog: *W,DLCPTH (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,15): cds.lib Permission denied '/a/../../../tools/cadence/IC/06.18.180/tools/dfII/local/Cadence_libs' (cds.lib command ignored).
ASSIGN Cadence_libs COMBINE analogLib rfLib rfExamples ahdlLib passiveLib basic US_8ths
|
ncverilog: *W,DLCLIB (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,16): cds.lib Library not defined 'Cadence_libs' (cds.lib command ignored).
SOFTINCLUDE $EMXHOME/emxinterface/cds.lib
|
ncverilog: *W,DLCVAR (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,13): cds.lib Invalid environment variable ''.
DEFINE Cadence_libs ./Cadence_libs
|
ncverilog: *W,DLCPTH (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,15): cds.lib Permission denied '/a/../../../tools/cadence/IC/06.18.180/tools/dfII/local/Cadence_libs' (cds.lib command ignored).
ASSIGN Cadence_libs COMBINE analogLib rfLib rfExamples ahdlLib passiveLib basic US_8ths
|
ncverilog: *W,DLCLIB (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,16): cds.lib Library not defined 'Cadence_libs' (cds.lib command ignored).
SOFTINCLUDE $EMXHOME/emxinterface/cds.lib
|
ncsim: *W,DLCVAR (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,13): cds.lib Invalid environment variable ''.
DEFINE Cadence_libs ./Cadence_libs
|
ncsim: *W,DLCPTH (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,15): cds.lib Permission denied '/a/../../../tools/cadence/IC/06.18.180/tools/dfII/local/Cadence_libs' (cds.lib command ignored).
ASSIGN Cadence_libs COMBINE analogLib rfLib rfExamples ahdlLib passiveLib basic US_8ths
|
ncsim: *W,DLCLIB (/tools/cadence/IC/06.18.180/tools/dfII/local/cds.lib,16): cds.lib Library not defined 'Cadence_libs' (cds.lib command ignored).
Loading snapshot worklib.top:v .................... Done
ncsim> source /tools/cadence/INCISIVE/15.20.085/tools/inca/files/ncsimrc
ncsim> run
time 110: read mem[0000] -> 0088000f
time 170: read mem[0001] -> 00c80001
time 230: read mem[0002] -> 01080008
time 290: read mem[0003] -> 241c000b
time 350: read mem[0004] -> 11420000
time 390: read mem[000f] -> 00000000
time 410: read mem[0005] -> 00910001
time 470: read mem[0006] -> 11820000
time 510: read mem[0010] -> 00000001
time 530: read mem[0007] -> 01b50000
time 590: read mem[0008] -> 12320000
time 640: write 00000001 -> mem[0010]
time 650: read mem[0009] -> 00d90001
time 710: read mem[000a] -> 24000003
time 770: read mem[0003] -> 241c000b
time 830: read mem[0004] -> 11420000
time 870: read mem[0010] -> 00000001
time 890: read mem[0005] -> 00910001
time 950: read mem[0006] -> 11820000
time 990: read mem[0011] -> 00000002
time 1010: read mem[0007] -> 01b50000
time 1070: read mem[0008] -> 12320000
time 1120: write 00000003 -> mem[0011]
time 1130: read mem[0009] -> 00d90001
time 1190: read mem[000a] -> 24000003
time 1250: read mem[0003] -> 241c000b
time 1310: read mem[0004] -> 11420000
time 1350: read mem[0011] -> 00000003
time 1370: read mem[0005] -> 00910001
time 1430: read mem[0006] -> 11820000
time 1470: read mem[0012] -> 00000003
time 1490: read mem[0007] -> 01b50000
time 1550: read mem[0008] -> 12320000
time 1600: write 00000006 -> mem[0012]
time 1610: read mem[0009] -> 00d90001
time 1670: read mem[000a] -> 24000003
time 1730: read mem[0003] -> 241c000b
time 1790: read mem[0004] -> 11420000
time 1830: read mem[0012] -> 00000006
time 1850: read mem[0005] -> 00910001
time 1910: read mem[0006] -> 11820000
time 1950: read mem[0013] -> 00000004
time 1970: read mem[0007] -> 01b50000
time 2030: read mem[0008] -> 12320000
time 2080: write 0000000a -> mem[0013]
time 2090: read mem[0009] -> 00d90001
time 2150: read mem[000a] -> 24000003
time 2210: read mem[0003] -> 241c000b
time 2270: read mem[0004] -> 11420000
time 2310: read mem[0013] -> 0000000a
time 2330: read mem[0005] -> 00910001
time 2390: read mem[0006] -> 11820000
time 2430: read mem[0014] -> 00000005
time 2450: read mem[0007] -> 01b50000
time 2510: read mem[0008] -> 12320000
time 2560: write 0000000f -> mem[0014]
time 2570: read mem[0009] -> 00d90001
time 2630: read mem[000a] -> 24000003
time 2690: read mem[0003] -> 241c000b
time 2750: read mem[0004] -> 11420000
time 2790: read mem[0014] -> 0000000f
time 2810: read mem[0005] -> 00910001
time 2870: read mem[0006] -> 11820000
time 2910: read mem[0015] -> 00000006
time 2930: read mem[0007] -> 01b50000
time 2990: read mem[0008] -> 12320000
time 3040: write 00000015 -> mem[0015]
time 3050: read mem[0009] -> 00d90001
time 3110: read mem[000a] -> 24000003
time 3170: read mem[0003] -> 241c000b
time 3230: read mem[0004] -> 11420000
time 3270: read mem[0015] -> 00000015
time 3290: read mem[0005] -> 00910001
time 3350: read mem[0006] -> 11820000
time 3390: read mem[0016] -> 00000007
time 3410: read mem[0007] -> 01b50000
time 3470: read mem[0008] -> 12320000
time 3520: write 0000001c -> mem[0016]
time 3530: read mem[0009] -> 00d90001
time 3590: read mem[000a] -> 24000003
time 3650: read mem[0003] -> 241c000b
time 3710: read mem[000b] -> 30000000
Simulation complete via $finish(1) at time 3760 NS + 1
./ctl.v:330 							$finish;
ncsim> exit
TOOL:	ncverilog	15.20-s085: Exiting on Nov 30, 2021 at 10:46:39 IST  (total: 00:00:00)
